Name,Size_of_the_bottle,MRP_of_the_bottle,Price_of_the_bottle,1Mg_URL
Dr. Reckeweg R56 Oxysan Vermifuge Drop,22 ml,₹285,₹222,https://www.1mg.com/otc/dr.-reckeweg-r56-oxysan-vermifuge-drop-otc327414
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Dr. Reckeweg Allium Cepa Dilution 30 CH,11 ml,₹145,₹135,https://www.1mg.com/otc/dr.-reckeweg-allium-cepa-dilution-30-ch-otc326918
SBL Bio-Combination 10 Tablet,25 gm,₹110,₹100,https://www.1mg.com/otc/sbl-bio-combination-10-tablet-otc331046
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
SBL Homeodent Neem Plus Toothpaste,100 gm,NA,MRP₹75,https://www.1mg.com/otc/sbl-homeodent-neem-plus-toothpaste-otc360100
Dr Willmar Schwabe India Ginseng MT Tablet 1X,20 gm,₹320,₹292,https://www.1mg.com/otc/dr-willmar-schwabe-india-ginseng-mt-tablet-1x-otc327334
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
SBL Eupatorium Perfoliatum Dilution 30 CH,30 ml,₹100,₹92.5,https://www.1mg.com/otc/sbl-eupatorium-perfoliatum-dilution-30-ch-otc338202
Wheezal Dr. Farokh J. Master's Wl 45 Anti-Snoring Drop,30 ml,₹175,₹159,https://www.1mg.com/otc/wheezal-dr.-farokh-j.-master-s-wl-45-anti-snoring-drop-otc715731
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
SBL Yohimbinum Mother Tincture Q,30 ml,₹330,₹280,https://www.1mg.com/otc/sbl-yohimbinum-mother-tincture-q-otc348873
SBL Bio-Combination 2 Tablet,25 gm,₹110,₹105,https://www.1mg.com/otc/sbl-bio-combination-2-tablet-otc331016
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Allen A65 Bronchitis Drop,30 ml,₹170,₹149,https://www.1mg.com/otc/allen-a65-bronchitis-drop-otc330438
SBL Drosera Rotundifolia Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-drosera-rotundifolia-dilution-30-ch-otc349141
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Dr Willmar Schwabe India Aurum Muriaticum Natronatum Trituration Tablet 3X,20 gm,₹270,₹186,https://www.1mg.com/otc/dr-willmar-schwabe-india-aurum-muriaticum-natronatum-trituration-tablet-3x-otc401631
Bakson's Homeopathy Acne Aid Tablet,75 tablets,₹215,₹177,https://www.1mg.com/otc/bakson-s-homeopathy-acne-aid-tablet-otc659535
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Bakson B1 Influenza & Fever Drop,30 ml,₹185,₹149,https://www.1mg.com/otc/bakson-b1-influenza-fever-drop-otc387989
Dr Willmar Schwabe India Tussistin Syrup,100 ml,₹100,₹87,https://www.1mg.com/otc/dr-willmar-schwabe-india-tussistin-syrup-otc326127
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
ADEL 78 Dercut Ointment,35 gm,₹530,₹493,https://www.1mg.com/otc/adel-78-dercut-ointment-otc326056
Hapdco Reumacon Pain Killer Oil,60 ml,₹175,₹166,https://www.1mg.com/otc/hapdco-reumacon-pain-killer-oil-otc370867
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Bakson's Homeopathy Beepee Aid Drop,100 ml,₹330,₹271,https://www.1mg.com/otc/bakson-s-homeopathy-beepee-aid-drop-otc659393
SBL Insulinum Dilution 200 CH,30 ml,₹115,₹97,https://www.1mg.com/otc/sbl-insulinum-dilution-200-ch-otc348862
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
REPL Vigoura 5x Drop,30 ml,₹499,₹479,https://www.1mg.com/otc/repl-vigoura-5x-drop-otc326006
Dr. Reckeweg Acid Phosph Mother Tincture Q,20 ml,₹270,₹240,https://www.1mg.com/otc/dr.-reckeweg-acid-phosph-mother-tincture-q-otc327818
REPL Kamsutram Oil,15 ml,₹299,₹281,https://www.1mg.com/otc/repl-kamsutram-oil-otc339462
SBL Graphites Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-graphites-dilution-200-ch-otc347752
Dr Willmar Schwabe India Thuja Occidentalis Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-thuja-occidentalis-dilution-200-ch-otc406388
Dr. Reckeweg Echinacea Ang Mother Tincture Q,20 ml,₹315,₹242,https://www.1mg.com/otc/dr.-reckeweg-echinacea-ang-mother-tincture-q-otc327751
SBL Rumex Crispus Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-rumex-crispus-dilution-30-ch-otc348617
Dr. Reckeweg Nuphar Luteum Mother Tincture Q,20 ml,₹360,₹345,https://www.1mg.com/otc/dr.-reckeweg-nuphar-luteum-mother-tincture-q-otc327556
SBL Aloe Socotrina Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-aloe-socotrina-dilution-30-ch-otc338387
ADEL 10 Deasth Drop,20 ml,₹295,₹226,https://www.1mg.com/otc/adel-10-deasth-drop-otc326113
Dr. Reckeweg Acid Nitricum Dilution 30 CH,11 ml,₹145,₹121,https://www.1mg.com/otc/dr.-reckeweg-acid-nitricum-dilution-30-ch-otc326835
SBL Ceanothus Americanus Mother Tincture Q,30 ml,₹330,₹267,https://www.1mg.com/otc/sbl-ceanothus-americanus-mother-tincture-q-otc338505
Bakson's Homeopathy Kof Aid Plus Cough Syrup Sugar Free,450 ml,₹240,₹215,https://www.1mg.com/otc/bakson-s-homeopathy-kof-aid-plus-cough-syrup-sugar-free-otc659086
Dr Willmar Schwabe India Alpha - HA Drop,30 ml,₹125,₹111,https://www.1mg.com/otc/dr-willmar-schwabe-india-alpha-ha-drop-otc327175
SBL Thlaspi Bursa Pastoris Mother Tincture Q,30 ml,₹220,₹191,https://www.1mg.com/otc/sbl-thlaspi-bursa-pastoris-mother-tincture-q-otc349007
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Dr. Reckeweg Lycopodium Dilution 1000 CH,11 ml,₹210,₹193,https://www.1mg.com/otc/dr.-reckeweg-lycopodium-dilution-1000-ch-otc336002
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Haslab Drox 14 Goutrin Drop,30 ml,₹170,₹127,https://www.1mg.com/otc/haslab-drox-14-goutrin-drop-otc339516
SBL Bio-Combination 15 Tablet,25 gm,₹110,₹102,https://www.1mg.com/otc/sbl-bio-combination-15-tablet-otc331061
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Dr Willmar Schwabe Germany Tonsiotren Tablet,20 gm,₹440,₹418,https://www.1mg.com/otc/dr-willmar-schwabe-germany-tonsiotren-tablet-otc327184
Dr. Reckeweg Acid Fluor Dilution 30 CH,11 ml,₹145,₹116,https://www.1mg.com/otc/dr.-reckeweg-acid-fluor-dilution-30-ch-otc326854
SBL Lycopodium Clavatum Dilution 1000 CH,30 ml,₹140,₹132,https://www.1mg.com/otc/sbl-lycopodium-clavatum-dilution-1000-ch-otc348183
Dr Willmar Schwabe India Lycopodium Clavatum Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/dr-willmar-schwabe-india-lycopodium-clavatum-dilution-30-ch-otc405141
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
Dr Willmar Schwabe India Hamamelis Virginica Mother Tincture Q,30 ml,₹150,₹130,https://www.1mg.com/otc/dr-willmar-schwabe-india-hamamelis-virginica-mother-tincture-q-otc391051
Dr. Reckeweg Hepar Sulphur Dilution 30 CH,11 ml,₹145,₹131,https://www.1mg.com/otc/dr.-reckeweg-hepar-sulphur-dilution-30-ch-otc326735
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
ADEL Berberis Vulg Mother Tincture Q,20 ml,₹270,₹255,https://www.1mg.com/otc/adel-berberis-vulg-mother-tincture-q-otc328879
Allen Osteofit Tablet,25 gm,₹175,₹152,https://www.1mg.com/otc/allen-osteofit-tablet-otc330409
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Dr. Reckeweg Gelsemium Sempervirens Dilution 200 CH,11 ml,₹170,₹129,https://www.1mg.com/otc/dr.-reckeweg-gelsemium-sempervirens-dilution-200-ch-otc335274
SBL Antimonium Crudum Dilution 30 CH,30 ml,₹100,₹87,https://www.1mg.com/otc/sbl-antimonium-crudum-dilution-30-ch-otc338381
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
Allen Hernia Drop,30 ml,₹170,₹153,https://www.1mg.com/otc/allen-hernia-drop-otc756379
SBL Chimaphila Umbellata Mother Tincture Q,30 ml,₹240,₹216,https://www.1mg.com/otc/sbl-chimaphila-umbellata-mother-tincture-q-otc338502
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
SBL Baptisia Tinctoria Mother Tincture Q,30 ml,₹280,₹201,https://www.1mg.com/otc/sbl-baptisia-tinctoria-mother-tincture-q-otc348868
Dr. Reckeweg Sepia Dilution 200 CH,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-sepia-dilution-200-ch-otc335999
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
SBL Nixocid Tablet,450 gm,₹910,₹855,https://www.1mg.com/otc/sbl-nixocid-tablet-otc812927
SBL Robinia Pseudacacia Dilution 6 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-robinia-pseudacacia-dilution-6-ch-otc355929
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr Willmar Schwabe India Bryonia Alba Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-bryonia-alba-dilution-30-ch-otc398020
SBL Wipe Clear Acne Lotion,30 ml,₹95,₹80,https://www.1mg.com/otc/sbl-wipe-clear-acne-lotion-otc339920
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
SBL Petroleum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-petroleum-dilution-30-ch-otc338308
Dr. Reckeweg Selenium Trituration Tablet 3X,20 gm,₹255,₹230,https://www.1mg.com/otc/dr.-reckeweg-selenium-trituration-tablet-3x-otc326930
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Hapdco Aqui Plus Face Wash,65 ml,₹99,₹91.1,https://www.1mg.com/otc/hapdco-aqui-plus-face-wash-otc726376
Allen A69 Anal Fissures Drop,30 ml,₹170,₹156,https://www.1mg.com/otc/allen-a69-anal-fissures-drop-otc330466
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
SBL Boerhaavia Diffusa Mother Tincture Q,30 ml,₹105,₹99.2,https://www.1mg.com/otc/sbl-boerhaavia-diffusa-mother-tincture-q-otc348881
Dr. Reckeweg Ruta Graveolens Dilution 30 CH,11 ml,₹145,₹128,https://www.1mg.com/otc/dr.-reckeweg-ruta-graveolens-dilution-30-ch-otc326464
Dr. Reckeweg Rhus Tox Dilution 1000 CH,11 ml,₹210,₹187,https://www.1mg.com/otc/dr.-reckeweg-rhus-tox-dilution-1000-ch-otc331704
German's Thuja Anti Warts Cream,25 gm,₹70,₹62,https://www.1mg.com/otc/german-s-thuja-anti-warts-cream-otc651865
SBL Alumina Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/sbl-alumina-dilution-30-ch-otc338384
Bakson B2 Stomach Drop,30 ml,₹185,₹154,https://www.1mg.com/otc/bakson-b2-stomach-drop-otc387991
Rxhomeo Baryta Carb 30C,NA,₹150,₹78,https://www.1mg.com/otc/rxhomeo-baryta-carb-30c-otc858326
SBL Dulcamara Dilution 30 CH,30 ml,₹100,₹85,https://www.1mg.com/otc/sbl-dulcamara-dilution-30-ch-otc338334
Medisynth Nasaltone Oral Drop,30 ml,₹175,₹154,https://www.1mg.com/otc/medisynth-nasaltone-oral-drop-otc339316
Dr. Reckeweg Acidum Phosph Dilution 200 CH,11 ml,₹170,₹161,https://www.1mg.com/otc/dr.-reckeweg-acidum-phosph-dilution-200-ch-otc335561
SBL Sabadilla Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-sabadilla-dilution-30-ch-otc348622
Haslab Digesto Syrup,450 ml,₹260,₹234,https://www.1mg.com/otc/haslab-digesto-syrup-otc476544
Dr Willmar Schwabe India Alfalfa Tonic For Children,100 ml,₹130,₹115,https://www.1mg.com/otc/dr-willmar-schwabe-india-alfalfa-tonic-for-children-otc407044
Dr Boricke Damiatone Oral Drops,30 ml,₹360,₹331,https://www.1mg.com/otc/dr-boricke-damiatone-oral-drops-otc850187
Dr. Reckeweg R41 Sexual Neurasthenia Drop (22ml Each),NA,₹540,₹475,https://www.1mg.com/otc/dr.-reckeweg-r41-sexual-neurasthenia-drop-22ml-each-otc870815
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
Dr. Reckeweg Insulinum Trituration Tablet 10X,20 gm,₹255,₹227,https://www.1mg.com/otc/dr.-reckeweg-insulinum-trituration-tablet-10x-otc326934
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Bjain Calendula Officinalis Mother Tincture Q,100 ml,₹195,₹150,https://www.1mg.com/otc/bjain-calendula-officinalis-mother-tincture-q-otc445062
Dr. Reckeweg Berberis Aquif Mother Tincture Q,20 ml,₹315,₹295,https://www.1mg.com/otc/dr.-reckeweg-berberis-aquif-mother-tincture-q-otc327785
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
Allen A44 Hyper Acidity & Ulcer Drop,30 ml,₹170,₹156,https://www.1mg.com/otc/allen-a44-hyper-acidity-ulcer-drop-otc330269
SBL Magnesia Phosphorica Biochemic Tablet 12X,25 gm,₹110,₹104,https://www.1mg.com/otc/sbl-magnesia-phosphorica-biochemic-tablet-12x-otc331032
SBL Baryta Carbonicum Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-baryta-carbonicum-dilution-30-ch-otc346001
SBL Argentum Nitricum Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-argentum-nitricum-dilution-200-ch-otc345910
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL Nux Vomica Mother Tincture Q,30 ml,₹105,₹94,https://www.1mg.com/otc/sbl-nux-vomica-mother-tincture-q-otc338438
Dr. Reckeweg Thuja Occ Dilution 30 CH,11 ml,₹145,₹128,https://www.1mg.com/otc/dr.-reckeweg-thuja-occ-dilution-30-ch-otc326369
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr Willmar Schwabe India Dizester Digestive Tonic Sugar Free,200 ml,₹195,₹165,https://www.1mg.com/otc/dr-willmar-schwabe-india-dizester-digestive-tonic-sugar-free-otc602818
Dr. Reckeweg Gymnema Syl Mother Tincture Q,20 ml,₹270,₹240,https://www.1mg.com/otc/dr.-reckeweg-gymnema-syl-mother-tincture-q-otc327736
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
SBL Sarsaparilla Mother Tincture Q,30 ml,₹220,₹185,https://www.1mg.com/otc/sbl-sarsaparilla-mother-tincture-q-otc338420
Dr Willmar Schwabe India Caladium Seguinum Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-caladium-seguinum-dilution-30-ch-otc398201
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
SBL Lemna Minor Mother Tincture Q,30 ml,₹125,₹108,https://www.1mg.com/otc/sbl-lemna-minor-mother-tincture-q-otc338442
SBL Asafoetida Dilution 30 CH,30 ml,₹100,₹87,https://www.1mg.com/otc/sbl-asafoetida-dilution-30-ch-otc345938
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
SBL Paeonia Officianalis Mother Tincture Q,30 ml,₹330,₹264,https://www.1mg.com/otc/sbl-paeonia-officianalis-mother-tincture-q-otc349003
Wheezal WL36 Sciatica & Slip Disc Drop,30 ml,₹175,₹155,https://www.1mg.com/otc/wheezal-wl36-sciatica-slip-disc-drop-otc387916
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Haslab Baby Tone-Up Tonic,100 ml,₹85,₹68,https://www.1mg.com/otc/haslab-baby-tone-up-tonic-otc339500
Adven Adzag-Forte Drop (25ml Each),NA,₹555,₹411,https://www.1mg.com/otc/adven-adzag-forte-drop-25ml-each-otc675994
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
Dr. Reckeweg Conium Mac Dilution 200 CH,11 ml,₹170,₹156,https://www.1mg.com/otc/dr.-reckeweg-conium-mac-dilution-200-ch-otc336003
Bhargava Gas Off Tablet,10 tablets,₹40,₹35,https://www.1mg.com/otc/bhargava-gas-off-tablet-otc563427
Sunny Herbals Hair Removal Cream,100 gm,₹160,₹134,https://www.1mg.com/otc/sunny-herbals-hair-removal-cream-otc402137
Dr. Reckeweg Causticum Dilution 30 CH,11 ml,₹145,₹133,https://www.1mg.com/otc/dr.-reckeweg-causticum-dilution-30-ch-otc326847
ADEL 31 Upelva Drop,20 ml,₹310,₹230,https://www.1mg.com/otc/adel-31-upelva-drop-otc327729
"Sunny Herbals Face Wash Gel with Aloevera, Calendula and Tea Tree Oil",100 gm,₹165,₹163,https://www.1mg.com/otc/sunny-herbals-face-wash-gel-with-aloevera-calendula-and-tea-tree-oil-otc373354
Bakson's Homeopathy Alfalfa Tonic with Ginseng,450 ml,₹305,₹256,https://www.1mg.com/otc/bakson-s-homeopathy-alfalfa-tonic-with-ginseng-otc502632
REPL Dr. Advice No.49 Gray Hair Drop,30 ml,₹180,₹165,https://www.1mg.com/otc/repl-dr.-advice-no.49-gray-hair-drop-otc339384
Sunny Herbals Cocoa Butter Cream,125 gm,₹250,₹212,https://www.1mg.com/otc/sunny-herbals-cocoa-butter-cream-otc326229
Dr Willmar Schwabe India Calendula Officinalis Mother Tincture Q,30 ml,₹110,₹100,https://www.1mg.com/otc/dr-willmar-schwabe-india-calendula-officinalis-mother-tincture-q-otc390831
Dr Willmar Schwabe India Topi Aesculus Cream,25 gm,₹80,₹73,https://www.1mg.com/otc/dr-willmar-schwabe-india-topi-aesculus-cream-otc499173
Dr Willmar Schwabe India Aconitum Napellus Dilution 30 CH,30 ml,₹100,₹84,https://www.1mg.com/otc/dr-willmar-schwabe-india-aconitum-napellus-dilution-30-ch-otc391760
SBL Psoralea Corylifolia Mother Tincture Q,30 ml,₹105,₹99.2,https://www.1mg.com/otc/sbl-psoralea-corylifolia-mother-tincture-q-otc338427
Dr Willmar Schwabe India Phytolacca Berry Tablet (4 in 1 Combo Pack) Tablet,80 gm,₹580,₹446,https://www.1mg.com/otc/dr-willmar-schwabe-india-phytolacca-berry-tablet-4-in-1-combo-pack-tablet-otc328855
SBL Ignatia Amara Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-ignatia-amara-dilution-30-ch-otc347955
SBL Glowing Beauty Fairness Cream,50 gm,₹100,₹89,https://www.1mg.com/otc/sbl-glowing-beauty-fairness-cream-otc397975
SBL Dulcamara Dilution 200 CH,30 ml,₹115,₹109,https://www.1mg.com/otc/sbl-dulcamara-dilution-200-ch-otc346533
SBL Influenzinum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-influenzinum-dilution-200-ch-otc347960
Dr. Reckeweg R76 Asthma Forte Drop,22 ml,₹285,₹239,https://www.1mg.com/otc/dr.-reckeweg-r76-asthma-forte-drop-otc327354
SBL Ginkgo Biloba Tablet 1X,25 gm,₹315,₹284,https://www.1mg.com/otc/sbl-ginkgo-biloba-tablet-1x-otc330986
New Life Bach Flower Mimulus 30,30 ml,₹125,₹116,https://www.1mg.com/otc/new-life-bach-flower-mimulus-30-otc386650
Dr Willmar Schwabe India Bryonia Alba Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/dr-willmar-schwabe-india-bryonia-alba-dilution-200-ch-otc398019
Adven Osteodin Tablet,210 tablets,₹555,₹431,https://www.1mg.com/otc/adven-osteodin-tablet-otc726278
SBL Bio-Combination 12 Tablet,25 gm,₹110,₹98,https://www.1mg.com/otc/sbl-bio-combination-12-tablet-otc331052
Sunny Herbals Lip Balm,10 gm,₹45,₹40.1,https://www.1mg.com/otc/sunny-herbals-lip-balm-otc499060
Sunny Herbals Hair Color Light Brown Sachet,NA,₹50,₹49,https://www.1mg.com/otc/sunny-herbals-hair-color-light-brown-sachet-otc499062
SBL Robinia Pseudacacia Mother Tincture Q,30 ml,₹125,₹118,https://www.1mg.com/otc/sbl-robinia-pseudacacia-mother-tincture-q-otc338424
Sunny Herbals Fruit Cream,100 gm,₹185,₹176,https://www.1mg.com/otc/sunny-herbals-fruit-cream-otc503115
Wheezal WL07 Cold And Cough Drop,30 ml,₹175,₹152,https://www.1mg.com/otc/wheezal-wl07-cold-and-cough-drop-otc387863
SBL Hypericum Perforatum Dilution 30 CH,30 ml,₹100,₹94.5,https://www.1mg.com/otc/sbl-hypericum-perforatum-dilution-30-ch-otc338320
Sunny Herbals Sun Care Cream,100 gm,₹270,₹202,https://www.1mg.com/otc/sunny-herbals-sun-care-cream-otc327076
SBL Babchi Oil,60 ml,₹145,₹129,https://www.1mg.com/otc/sbl-babchi-oil-otc368022
Allen A53 Alopecia Drop,30 ml,₹170,₹152,https://www.1mg.com/otc/allen-a53-alopecia-drop-otc330332
SBL Baryta Carbonicum Dilution 200 CH,30 ml,₹115,₹102,https://www.1mg.com/otc/sbl-baryta-carbonicum-dilution-200-ch-otc346002
ADEL Acid Phos Mother Tincture Q,20 ml,₹270,₹239,https://www.1mg.com/otc/adel-acid-phos-mother-tincture-q-otc327070
Sunny Herbals Anti Wrinkle Cream,125 gm,₹250,₹231,https://www.1mg.com/otc/sunny-herbals-anti-wrinkle-cream-otc402201
SBL  Bacopa Munnieri Mother Tincture Q,30 ml,₹105,₹96,https://www.1mg.com/otc/sbl-bacopa-munnieri-mother-tincture-q-otc338513
Dr. Reckeweg Bio-Combination 7 (BC 7) Tablet,20 gm,₹200,₹194,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-7-bc-7-tablet-otc326280
Sunny Herbals Under Eye Cream,50 gm,₹185,₹159,https://www.1mg.com/otc/sunny-herbals-under-eye-cream-otc327072
Dr Willmar Schwabe India Cholesterinum Trituration Tablet 3X,20 gm,₹150,₹130,https://www.1mg.com/otc/dr-willmar-schwabe-india-cholesterinum-trituration-tablet-3x-otc400807
Dr Boricke Rapi Grow Oral Drops (30ml Each),2 ml,₹380,₹375,https://www.1mg.com/otc/dr-boricke-rapi-grow-oral-drops-30ml-each-otc850195
Sunny Herbals Aloevera+Calendula Bathing Bar,75 gm,NA,MRP₹65,https://www.1mg.com/otc/sunny-herbals-aloevera-calendula-bathing-bar-otc499055
Wheezal Calendula Dressing Powder,100 gm,₹130,₹104,https://www.1mg.com/otc/wheezal-calendula-dressing-powder-otc339209
SBL Rhus Toxicodendron Dilution 1000 CH,30 ml,₹140,₹126,https://www.1mg.com/otc/sbl-rhus-toxicodendron-dilution-1000-ch-otc338183
Sunny Herbals Hair Color 12 Sachets Dark Brown,240 gm,₹600,₹534,https://www.1mg.com/otc/sunny-herbals-hair-color-12-sachets-dark-brown-otc338002
SBL Calcarea Sulphurica Biochemic Tablet 6X,25 gm,₹110,₹93,https://www.1mg.com/otc/sbl-calcarea-sulphurica-biochemic-tablet-6x-otc331083
Dr. Reckeweg Bio-Combination 11 (BC 11) Tablet,20 gm,₹200,₹160,https://www.1mg.com/otc/dr.-reckeweg-bio-combination-11-bc-11-tablet-otc326276
Sunny Herbals Hair Pack,100 gm,₹185,₹182,https://www.1mg.com/otc/sunny-herbals-hair-pack-otc503107
Dr Willmar Schwabe India Carbo Vegetabilis Dilution 30 CH,30 ml,₹100,₹90,https://www.1mg.com/otc/dr-willmar-schwabe-india-carbo-vegetabilis-dilution-30-ch-otc398635
SBL Ledum Palustre Dilution 200 CH,30 ml,₹115,₹105,https://www.1mg.com/otc/sbl-ledum-palustre-dilution-200-ch-otc348162
Sunny Herbals Almond Shampoo,250 ml,₹215,₹181,https://www.1mg.com/otc/sunny-herbals-almond-shampoo-otc400765
Dr. Reckeweg Crataegus Mother Tincture Q,100 ml,₹910,₹840,https://www.1mg.com/otc/dr.-reckeweg-crataegus-mother-tincture-q-otc573747
Allen Varicose Vein Drop,30 ml,₹170,₹152,https://www.1mg.com/otc/allen-varicose-vein-drop-otc756779
Sunny Herbals Arnica Montana Hair Oil,100 ml,₹120,₹118,https://www.1mg.com/otc/sunny-herbals-arnica-montana-hair-oil-otc503007
SBL Hamamelis Virginica Dilution 30 CH,30 ml,₹100,₹89,https://www.1mg.com/otc/sbl-hamamelis-virginica-dilution-30-ch-otc347834
SBL Kali Bromatum Dilution 30 CH,30 ml,₹100,₹80,https://www.1mg.com/otc/sbl-kali-bromatum-dilution-30-ch-otc348034
